Episode,Worker,Cumulative Reward,RPS
316,2,-59.47927016714327,-0.19826423389047756
317,3,-61.87901904423653,-0.20626339681412176
318,0,-35.141877861330784,-0.11713959287110261
319,1,-66.3029711046175,-0.22100990368205833
320,2,-55.184407731564896,-0.183948025771883
321,3,-73.53270011779375,-0.24510900039264583
322,0,-49.4344095333716,-0.16478136511123867
323,1,-61.70064776237714,-0.20566882587459046
324,2,-61.509987537930535,-0.20503329179310179
325,3,-46.58502895817868,-0.1552834298605956
326,0,-44.98417152419857,-0.14994723841399524
327,1,-59.22960111843819,-0.1974320037281273
328,2,-61.659337331833036,-0.20553112443944346
329,3,-53.35260967916348,-0.17784203226387826
330,0,-71.60958206433277,-0.23869860688110922
331,1,-64.40017125313243,-0.21466723751044142
332,2,-53.51194754140327,-0.17837315847134425
333,3,-74.00251090843732,-0.2466750363614577
334,0,-62.1913312871006,-0.20730443762366868
335,1,9.864963561731866,9.864963561731866
336,2,-43.47047585906924,-0.14490158619689747
337,3,-45.39699353058316,-0.15132331176861052
338,0,9.840607516319473,9.840607516319473
339,1,-47.01551819761128,-0.1567183939920376
340,2,-59.12683619343319,-0.19708945397811065
341,3,-75.97006716341981,-0.2532335572113994
342,0,-66.94067113681447,-0.22313557045604823
343,1,-59.51584221160189,-0.19838614070533964
344,2,-69.20347212880104,-0.2306782404293368
345,3,-48.40197989766547,-0.16133993299221824
346,0,9.867798080361661,9.867798080361661
347,1,-65.43644421121044,-0.2181214807040348
348,2,-48.23711502429055,-0.16079038341430185
349,3,-63.20337723395236,-0.21067792411317454
350,0,-70.64706151744669,-0.23549020505815563
351,1,-83.77209946929563,-0.27924033156431877
352,2,-48.87086793538838,-0.16290289311796127
353,3,-22.456394865211973,-0.18870920054799978
354,0,-68.05775120481992,-0.22685917068273306
355,1,-51.79743081329423,-0.17265810271098075
356,2,-49.185597380454574,-0.1639519912681819
357,3,-60.94253009370057,-0.2031417669790019
358,0,-48.04012376015111,-0.16013374586717036
359,1,-57.0484845355594,-0.19016161511853136
360,2,-43.16289464779164,-0.1438763154926388
361,3,-71.06177423488242,-0.2368725807829414
362,0,-53.597678125597454,-0.17865892708532485
363,1,-58.894346742105725,-0.1963144891403524
364,2,-65.14991737350125,-0.21716639124500417
365,3,-48.09764372835375,-0.1603254790945125
366,0,-44.4942490242356,-0.14831416341411865
367,1,-53.0366683263348,-0.176788894421116
368,2,9.885608753843556,9.885608753843556
369,3,-75.48427143571405,-0.2516142381190468
370,0,-61.84342167139888,-0.20614473890466292
371,1,-84.71579528105475,-0.2823859842701825
372,2,9.885688203217509,9.885688203217509
373,3,-52.83499964550531,-0.1761166654850177
374,0,-66.43511455073676,-0.2214503818357892
375,1,9.868582087995204,9.868582087995204
376,2,-17.488131085270673,-0.08922515859831977
377,3,-61.88119911816094,-0.20627066372720315
378,0,-47.147744818200515,-0.15715914939400172
379,1,-67.17874700588072,-0.2239291566862691
380,2,-57.94918057465925,-0.19316393524886416
381,3,-66.48002716275772,-0.22160009054252575
382,0,-50.69483610024897,-0.16898278700082991
383,1,-69.01792970060326,-0.23005976566867753
384,2,-52.34110162795281,-0.1744703387598427
385,3,-60.18567644352865,-0.20061892147842883
386,0,-73.62564556825093,-0.24541881856083644
387,1,9.880801394254977,9.880801394254977
388,2,9.86645302009804,9.86645302009804
389,3,-59.66094378228278,-0.19886981260760928
390,0,-63.26057812623687,-0.2108685937541229
391,1,-55.956015356572024,-0.18652005118857343
392,2,-56.554226406341314,-0.18851408802113773
393,3,-50.17098831430564,-0.16723662771435213
394,0,-70.45459892866673,-0.23484866309555574
395,1,-52.730548704303295,-0.175768495681011
396,2,-54.37918456897101,-0.18126394856323672
397,3,-42.246089163780496,-0.14082029721260164
398,0,-66.62016825818444,-0.22206722752728145
399,1,9.310565728574247,0.2821383554113408
400,2,-65.73083029031005,-0.21910276763436684
401,3,-60.22318660340804,-0.20074395534469347
402,0,-68.58569051536769,-0.22861896838455895
403,1,9.851941757802747,9.851941757802747
404,2,-74.43936925389328,-0.24813123084631092
405,3,-42.52924870326119,-0.14176416234420397
406,0,-56.82450369034811,-0.18941501230116037
407,1,-54.85174897780196,-0.18283916325933988
408,2,-58.98233864062495,-0.19660779546874985
409,3,-72.07450100221803,-0.2402483366740601
410,0,-39.714032188443554,-0.13238010729481184
411,1,10.090457781409985,0.21021787044604134
412,2,-61.55272973969436,-0.2051757657989812
413,3,-60.161120385209614,-0.2005370679506987
414,0,-49.321353077614596,-0.16440451025871533
415,1,-59.587174222464945,-0.19862391407488314
416,2,-46.92240817204372,-0.15640802724014571
417,3,-28.316337189169122,-0.10932948721686919
418,0,-51.344662548576835,-0.1711488751619228
419,1,-75.56880081636656,-0.25189600272122187
420,2,-52.545952192372056,-0.2667307217886906
421,3,-43.021006619705595,-0.14340335539901866
422,0,-25.424212156794884,-0.1717852172756411
423,1,9.861228497257413,9.861228497257413
424,2,-56.74031514800305,-0.18913438382667683
425,3,-48.97307930617506,-0.1632435976872502
426,0,-58.19723653877044,-0.19399078846256812
427,1,-60.53264205290391,-0.2017754735096797
428,2,-65.41596933564844,-0.21805323111882813
429,3,-58.32244985572636,-0.19440816618575454
430,0,-70.66427651744648,-0.23554758839148826
431,1,-42.17473165218512,-0.14058243884061708
432,2,-57.90172277789992,-0.19300574259299974
433,3,-50.37975745009902,-0.16793252483366342
434,0,-47.90825146606775,-0.15969417155355917
435,1,-57.7353927990804,-0.192451309330268
436,2,-53.5962219901822,-0.17865407330060734
437,3,-55.47897694716719,-0.18492992315722398
438,0,-56.89624274618387,-0.18965414248727958
439,1,-52.9283818508128,-0.17642793950270932
440,2,9.860921529925088,9.860921529925088
441,3,-54.80885698125412,-0.18269618993751371
442,0,-64.69504934959501,-0.21565016449865004
443,1,9.86934490920329,9.86934490920329
444,2,-43.48187461458767,-0.14493958204862556
445,3,9.86089884162997,9.86089884162997
446,0,-52.933513991840556,-0.17644504663946853
447,1,-49.57264617660472,-0.16524215392201574
448,2,-51.406023798543636,-0.17135341266181212
449,3,-50.630326883031294,-0.16876775627677099
450,0,-55.43309560338505,-0.18477698534461684
451,1,-53.17730620181735,-0.17725768733939118
452,2,-27.222440162462476,-0.19036671442281453
453,3,-49.90950529199435,-0.16636501763998116
454,0,-73.08949679556103,-0.24363165598520345
455,1,-73.74882783666996,-0.2458294261222332
456,2,-47.285366187516814,-0.1576178872917227
457,3,-53.483808754668175,-0.1782793625155606
458,0,-29.632416046540516,-0.21015897905347883
459,1,9.843091542947203,9.843091542947203
460,2,-41.82492030887576,-0.13941640102958586
461,3,-24.397246960794476,-0.15248279350496546
462,0,-50.34824748499401,-0.1678274916166467
463,1,-63.876233694627736,-0.21292077898209244
464,2,-51.14495578985331,-0.1704831859661777
465,3,-45.80744652938429,-0.15269148843128097
466,0,-49.722252883652196,-0.1657408429455073
467,1,-52.93378441657827,-0.1764459480552609
468,2,9.883279703801113,9.883279703801113
469,3,-55.76313795532597,-0.18587712651775323
470,0,-66.31358441980467,-0.2210452813993489
471,1,-47.40605552165333,-0.15802018507217777
472,2,-61.979862675068524,-0.20659954225022842
473,3,-56.21984959455252,-0.1873994986485084
474,0,-33.44751630631914,-0.12527159665288065
475,1,-56.73950215653939,-0.1891316738551313
476,2,-71.46996030670664,-0.23823320102235546
477,3,-68.17885830022114,-0.22726286100073712
478,0,-46.68328830204367,-0.15561096100681224
479,1,-68.8966350953884,-0.22965545031796133
480,2,-68.47601297994223,-0.2282533765998074
481,3,-85.2833123909474,-0.28427770796982466
482,0,-44.70816502533917,-0.14902721675113056
483,1,-33.576367714210804,-0.11192122571403601
484,2,-48.08400605629412,-0.16028002018764706
485,3,-52.00687667324962,-0.17335625557749873
486,0,-42.02617294224161,-0.14008724314080537
487,1,-12.295068801156274,-0.0740666795250378
488,2,-67.43531632735463,-0.22478438775784876
489,3,-63.98336074262206,-0.21327786914207353
490,0,-50.75595182868005,-0.16918650609560015
491,1,-67.79832416342262,-0.2259944138780754
492,2,-49.89320387825124,-0.1663106795941708
493,3,9.879237961775022,9.879237961775022
494,0,-51.43315520613824,-0.17144385068712745
495,1,-71.17408097590776,-0.23724693658635918
496,2,-56.52006969133354,-0.18840023230444514
497,3,-52.23436501998239,-0.17411455006660798
498,0,-56.162956771484836,-0.18720985590494946
499,1,-42.21638321063948,-0.19635527074716036
500,2,-63.274256438921626,-0.21091418812973875
501,3,-66.78869754473433,-0.2226289918157811
502,0,-47.644052324521624,-0.1588135077484054
503,1,-44.19917998946626,-0.14733059996488754
504,2,-78.16189102970779,-0.26053963676569264
505,3,-59.56919407012467,-0.19856398023374888
506,0,9.873169811322539,9.873169811322539
507,1,-74.13882346504914,-0.2471294115501638
508,2,-73.69615938353814,-0.2456538646117938
509,3,-60.24885477964793,-0.20082951593215975
510,0,-40.51651237054532,-0.13505504123515108
511,1,-54.619407044202894,-0.18206469014734297
512,2,-51.65851809518764,-0.17219506031729212
513,3,-51.27459011639754,-0.1709153003879918
514,0,-38.81571093310362,-0.1293857031103454
515,1,-50.23533923077394,-0.16745113076924645
516,2,-53.938359255701826,-0.17979453085233943
517,3,-56.62765543119565,-0.18875885143731883
518,0,-61.471708026614216,-0.2049056934220474
519,1,-59.79125884439183,-0.19930419614797276
520,2,-51.50971298772411,-0.1716990432924137
521,3,-48.18234535690396,-0.21040325483364175
522,0,9.863252285711726,9.863252285711726
523,1,-28.23351468305873,-0.11248412224326187
524,2,-63.23020268540512,-0.21076734228468372
525,3,-60.92813713437656,-0.20309379044792186
526,0,-50.59141139763712,-0.16863803799212373
527,1,-54.97023443024661,-0.18323411476748871
528,2,-48.1081482172166,-0.16036049405738867
529,3,-64.46108230896489,-0.2148702743632163
530,0,-47.20668757759815,-0.1573556252586605
531,1,-51.8099857374107,-0.17269995245803565
532,2,9.861956201134115,9.861956201134115
533,3,-58.03331465626175,-0.19344438218753918
534,0,-60.09048081676556,-0.20030160272255187
535,1,-64.95127468307204,-0.21650424894357348
536,2,-65.10918240396539,-0.21703060801321797
537,3,-56.93023350090374,-0.18976744500301246
538,0,9.857199876952405,9.857199876952405
539,1,-56.0610364913444,-0.1868701216378147
540,2,-47.48402406151959,-0.15828008020506532
541,3,-65.14705350552933,-0.2171568450184311
542,0,-48.75172097947077,-0.1625057365982359
543,1,-52.96154996166914,-0.17653849987223047
544,2,-60.76529925352998,-0.2025509975117666
545,3,-68.08347769497296,-0.22694492564990984
546,0,1.0585897870730907,0.01202942939855785
547,1,-44.412532264065185,-0.1480417742135506
548,2,-45.32319607677512,-0.15107732025591705
549,3,-68.70692991033759,-0.2290230997011253
550,0,-62.71180632355745,-0.20903935441185817
551,1,-60.81371758580692,-0.20271239195268972
552,2,-55.25674743122384,-0.1841891581040795
553,3,-43.342848078271906,-0.14447616026090634
554,0,-59.659207177557114,-0.19886402392519037
555,1,-54.36381546273586,-0.18121271820911952
556,2,5.578822986051482,0.06487003472152886
557,3,-48.16340783706031,-0.16054469279020103
558,0,-65.76791218998204,-0.2192263739666068
559,1,-71.53462626014789,-0.23844875420049297
560,2,-73.33075659429008,-0.24443585531430026
561,3,-49.88639959265174,-0.16628799864217247
562,0,9.855174139849563,9.855174139849563
563,1,-45.313656425559934,-0.1510455214185331
564,2,-46.324373289699004,-0.15441457763233002
565,3,-45.23029792031852,-0.15076765973439507
566,0,-53.865725042197184,-0.17955241680732395
567,1,-51.29605183874702,-0.17098683946249008
568,2,9.839653947844223,9.839653947844223
569,3,-70.79140970984298,-0.2359713656994766
